deviceId	address	name	description	unit	type	len	factor	offset	role	room	
1	30542	Ruecklauftemp-WP1	Rücklauftemperatur Wärmepumpe 1	°C	uint16be	1	0.1	0	value.temperature		
1	30543	Vorlauftemp-WP1	Vorlauftemperatur Wärmepumpe 1	°C	uint16be	1	0.1	0	value.temperature		
1	30544	Heissgastemp-WP1	Heissgastemperatur Wärmepumpe 1	°C	uint16be	1	0.1	0	value.temperature		
1	30545	Druck-ND-WP1	Druck Niederdruck Wärmepumpe 1	bar	uint16be	1	0.01	0	value.valve		
1	30546	Druck-MD-WP1	Druck Mitteldruck Wärmepumpe 1	bar	uint16be	1	0.01	0	value.valve		
1	30547	Druck-HD-WP1	Druck Hochdruck Wärmepumpe 1	bar	uint16be	1	0.01	0	value.valve		
1	30548	Wasservolumenstrom-WP1	Wasservolumenstrom Wärmepumpe 1	l/min	uint16be	1	0.1	0	value.valve		
1	30549	Ruecklauftemp-WP2	Rücklauftemperatur Wärmepumpe 2	°C	uint16be	1	0.1	0	value.temperature		
1	30550	Vorlauftemp-WP2	Vorlauftemperatur Wärmepumpe 2	°C	uint16be	1	0.1	0	value.temperature		
1	30551	Heissgastemp-WP2	Heissgastemperatur Wärmepumpe 2	°C	uint16be	1	0.1	0	value.temperature		
1	30552	Druck-ND-WP2	Druck Niederdruck Wärmepumpe 2	bar	uint16be	1	0.01	0	value.valve		
1	30553	Druck-MD-WP2	Druck Mitteldruck Wärmepumpe 2	bar	uint16be	1	0.01	0	value.valve		
1	30554	Druck-HD-WP2	Druck Hochdruck Wärmepumpe 2	bar	uint16be	1	0.01	0	value.valve		
1	30555	Wasservolumenstrom-WP2	Wasservolumenstrom Wärmepumpe 2	l/min	uint16be	1	0.1	0	value.valve		
1	30556	Ruecklauftemp-WP3	Rücklauftemperatur Wärmepumpe 3	°C	uint16be	1	0.1	0	value.temperature		
1	30557	Vorlauftemp-WP3	Vorlauftemperatur Wärmepumpe 3	°C	uint16be	1	0.1	0	value.temperature		
1	30558	Heissgastemp-WP3	Heissgastemperatur Wärmepumpe 3	°C	uint16be	1	0.1	0	value.temperature		
1	30559	Druck-ND-WP3	Druck Niederdruck Wärmepumpe 3	bar	uint16be	1	0.01	0	value.valve		
1	30560	Druck-MD-WP3	Druck Mitteldruck Wärmepumpe 3	bar	uint16be	1	0.01	0	value.valve		
1	30561	Druck-HD-WP3	Druck Hochdruck Wärmepumpe 3	bar	uint16be	1	0.01	0	value.valve		
1	30562	Wasservolumenstrom-WP3	Wasservolumenstrom Wärmepumpe 3	l/min	uint16be	1	0.1	0	value.valve		
1	30563	Ruecklauftemp-WP4	Rücklauftemperatur Wärmepumpe 4	°C	uint16be	1	0.1	0	value.temperature		
1	30564	Vorlauftemp-WP4	Vorlauftemperatur Wärmepumpe 4	°C	uint16be	1	0.1	0	value.temperature		
1	30565	Heissgastemp-WP4	Heissgastemperatur Wärmepumpe 4	°C	uint16be	1	0.1	0	value.temperature		
1	30566	Druck-ND-WP4	Druck Niederdruck Wärmepumpe 4	bar	uint16be	1	0.01	0	value.valve		
1	30567	Druck-MD-WP4	Druck Mitteldruck Wärmepumpe 4	bar	uint16be	1	0.01	0	value.valve		
1	30568	Druck-HD-WP4	Druck Hochdruck Wärmepumpe 4	bar	uint16be	1	0.01	0	value.valve		
1	30569	Wasservolumenstrom-WP4	Wasservolumenstrom Wärmepumpe 4	l/min	uint16be	1	0.1	0	value.valve		
1	30570	Ruecklauftemp-WP5	Rücklauftemperatur Wärmepumpe 5	°C	uint16be	1	0.1	0	value.temperature		
1	30571	Vorlauftemp-WP5	Vorlauftemperatur Wärmepumpe 5	°C	uint16be	1	0.1	0	value.temperature		
1	30572	Heissgastemp-WP5	Heissgastemperatur Wärmepumpe 5	°C	uint16be	1	0.1	0	value.temperature		
1	30573	Druck-ND-WP5	Druck Niederdruck Wärmepumpe 5	bar	uint16be	1	0.01	0	value.valve		
1	30574	Druck-MD-WP5	Druck Mitteldruck Wärmepumpe 5	bar	uint16be	1	0.01	0	value.valve		
1	30575	Druck-HD-WP5	Druck Hochdruck Wärmepumpe 5	bar	uint16be	1	0.01	0	value.valve		
1	30576	Wasservolumenstrom-WP5	Wasservolumenstrom Wärmepumpe 5	l/min	uint16be	1	0.1	0	value.valve		
1	30577	Ruecklauftemp-WP6	Rücklauftemperatur Wärmepumpe 6	°C	uint16be	1	0.1	0	value.temperature		
1	30578	Vorlauftemp-WP6	Vorlauftemperatur Wärmepumpe 6	°C	uint16be	1	0.1	0	value.temperature		
1	30579	Heissgastemp-WP6	Heissgastemperatur Wärmepumpe 6	°C	uint16be	1	0.1	0	value.temperature		
1	30580	Druck-ND-WP6	Druck Niederdruck Wärmepumpe 6	bar	uint16be	1	0.01	0	value.valve		
1	30581	Druck-MD-WP6	Druck Mitteldruck Wärmepumpe 6	bar	uint16be	1	0.01	0	value.valve		
1	30582	Druck-HD-WP6	Druck Hochdruck Wärmepumpe 6	bar	uint16be	1	0.01	0	value.valve		
1	30583	Wasservolumenstrom-WP6	Wasservolumenstrom Wärmepumpe 6	l/min	uint16be	1	0.1	0	value.valve		
1	30584	Raumisttemp-HK1	Raumisttemperatur HK 1	°C	uint16be	1	0.1	0	value.temperature		
1	30585	Raumsolltemp-HK1	Raumsolltemperatur HK 1	°C	uint16be	1	0.1	0	value.temperature		
1	30586	Raumfeuchte-HK1	Raumfeuchte HK 1	%	uint16be	1	0.1	0	value.humidity		
1	30587	Taupunkttemp-HK1	Taupunkttemperatur HK 1	°C	uint16be	1	0.1	0	value.temperature		
1	30588	Raumisttemp-HK2	Raumisttemperatur HK 2	°C	uint16be	1	0.1	0	value.temperature		
1	30589	Raumsolltemp-HK2	Raumsolltemperatur HK 2	°C	uint16be	1	0.1	0	value.temperature		
1	30590	Raumfeuchte-HK2	Raumfeuchte HK 2	%	uint16be	1	0.1	0	value.humidity		
1	30591	Taupunkttemp-HK2	Taupunkttemperatur HK 2	°C	uint16be	1	0.1	0	value.temperature		
1	30592	Raumisttemp-HK3	Raumisttemperatur HK 3	°C	uint16be	1	0.1	0	value.temperature		
1	30593	Raumsolltemp-HK3	Raumsolltemperatur HK 3	°C	uint16be	1	0.1	0	value.temperature		
1	30594	Raumfeuchte-HK3	Raumfeuchte HK 3	%	uint16be	1	0.1	0	value.humidity		
1	30595	Taupunkttemp-HK3	Taupunkttemperatur HK 3	°C	uint16be	1	0.1	0	value.temperature		
1	30596	Raumisttemp-HK4	Raumisttemperatur HK 4	°C	uint16be	1	0.1	0	value.temperature		
1	30597	Raumsolltemp-HK4	Raumsolltemperatur HK 4	°C	uint16be	1	0.1	0	value.temperature		
1	30598	Raumfeuchte-HK4	Raumfeuchte HK 4	%	uint16be	1	0.1	0	value.humidity		
1	30599	Taupunkttemp-HK4	Taupunkttemperatur HK 4	°C	uint16be	1	0.1	0	value.temperature		
1	30600	Raumisttemp-HK5	Raumisttemperatur HK 5	°C	uint16be	1	0.1	0	value.temperature		
1	30601	Raumsolltemp-HK5	Raumsolltemperatur HK 5	°C	uint16be	1	0.1	0	value.temperature		
1	30602	Raumfeuchte-HK5	Raumfeuchte HK 5	%	uint16be	1	0.1	0	value.humidity		
1	30603	Taupunkttemp-HK5	Taupunkttemperatur HK 5	°C	uint16be	1	0.1	0	value.temperature		
1	30604	Solltemp-KK1	Solltemperatur Kühlkreis 1	°C	uint16be	1	0.1	0	value.temperature		
1	30605	Solltemp-KK2	Solltemperatur Kühlkreis 2	°C	uint16be	1	0.1	0	value.temperature		
1	30606	Solltemp-KK3	Solltemperatur Kühlkreis 3	°C	uint16be	1	0.1	0	value.temperature		
1	30607	Solltemp-KK4	Solltemperatur Kühlkreis 4	°C	uint16be	1	0.1	0	value.temperature		
1	30608	Solltemp-KK5	Solltemperatur Kühlkreis 5	°C	uint16be	1	0.1	0	value.temperature		
1	32501	Betriebsstatus	Betriebsstatus		uint16be	1	1	0	state		
1	32502	EVU-Freigabe	EVU-Freigabe		uint16be	1	1	0	state		
1	32504	Fehlerstatus	Fehlerstatus		uint16be	1	1	0	state		
1	32505	BUS-Status	BUS-Status		int16be	1	1	0	state		
1	32506	Abtauen-eingeleitet	Abtauen eingeleitet		uint16be	1	1	0	state		
1	32507	aktiver-Fehler	aktiver Fehler		uint16be	1	1	0	state		
1	32508	Meldungsnummer	Meldungsnummer		uint16be	1	1	0	value.valve		
1	32509	Heizkreispumpe1	Status WPM - Heizkreispumpe 1		uint16be	1	1	0	value.valve		
1	32510	Heizkreispumpe2	Status WPM - Heizkreispumpe 2		uint16be	1	1	0	value.valve		
1	32511	Heizkreispumpe3	Status WPM - Heizkreispumpe 3		uint16be	1	1	0	value.valve		
1	32512	Pufferladepumpe1	Status WPM - Pufferladepumpe 1		uint16be	1	1	0	value.valve		
1	32513	Pufferladepumpe2	Status WPM - Pufferladepumpe 2		uint16be	1	1	0	value.valve		
1	32514	WWladepumpe	Status WPM - Warmwasserladepumpe		uint16be	1	1	0	value.valve		
1	32515	Quellenpumpe	Status WPM - Quellenpumpe		uint16be	1	1	0	value.valve		
1	32516	Stoerausgang	Status WPM - Störausgang		uint16be	1	1	0	value.valve		
1	32517	Zirkulationspumpe	Status WPM - Zirkulationspumpe		uint16be	1	1	0	value.valve		
1	32518	2-WE-WW	Status WPM - 2. WE Warmwasser		uint16be	1	1	0	value.valve		
1	32519	2-WE-HZ	Status WPM - 2. WE Heizung		uint16be	1	1	0	value.valve		
1	32520	Kuehlbetrieb	Status WPM - Kühlbetrieb		uint16be	1	1	0	value.valve		
1	32521	MischerAufHK2	Status WPM - Mischer HK 2 Auf		uint16be	1	1	0	value.valve		
1	32522	MischerZuHK2	Status WPM - Mischer HK 2 Zu		uint16be	1	1	0	value.valve		
1	32523	MischerAufHK3	Status WPM - Mischer HK 3 Auf		uint16be	1	1	0	value.valve		
1	32524	MischerZuHK2	Status WPM - Mischer HK 3 Zu		uint16be	1	1	0	value.valve		
1	32525	NHZ1	Status WPM - NHZ 1		uint16be	1	1	0	value.valve		
1	32526	NHZ2	Status WPM - NHZ 2		uint16be	1	1	0	value.valve		
1	32527	NHZ12	Status WPM - NHZ 1/2		uint16be	1	1	0	value.valve		
1	32528	Heizkreispumpe4	Status WPM - Heizkreispumpe 4		uint16be	1	1	0	value.valve		
1	32529	Heizkreispumpe5	Status WPM - Heizkreispumpe 5		uint16be	1	1	0	value.valve		
1	32530	Pufferladepumpe3	Status WPM - Pufferladepumpe 3		uint16be	1	1	0	value.valve		
1	32531	Pufferladepumpe4	Status WPM - Pufferladepumpe 4		uint16be	1	1	0	value.valve		
1	32532	Pufferladepumpe5	Status WPM - Pufferladepumpe 5		uint16be	1	1	0	value.valve		
1	32533	Pufferladepumpe6	Status WPM - Pufferladepumpe 6		uint16be	1	1	0	value.valve		
1	32534	Pumpedifferenzregler1	Status WPM - Pumpe Differenzregler 1		uint16be	1	1	0	value.valve		
1	32535	Pumpedifferenzregler2	Status WPM - Pumpe Differenzregler 2		uint16be	1	1	0	value.valve		
1	32536	SchwimmbadpumpePrimaer	Status WPM - Schwimmbadpumpe primär		uint16be	1	1	0	value.valve		
1	32537	SchwimmbadpumpeSekundaer	Status WPM - Schwimmbadpumpe sekundär		uint16be	1	1	0	value.valve		
1	32538	MischerAufHK4	Status WPM - Mischer HK 4 Auf		uint16be	1	1	0	value.valve		
1	32539	MischerZuHK4	Status WPM - Mischer HK 4 Zu		uint16be	1	1	0	value.valve		
1	32540	MischerAufHK5	Status WPM - Mischer HK 5 Auf		uint16be	1	1	0	value.valve		
1	32541	MischerZuHK5	Status WPM - Mischer HK 5 Zu		uint16be	1	1	0	value.valve		
1	32542	Verdichter1	Status Wärmepumpe 1 - Verdichter		uint16be	1	1	0	value.valve		
1	32543	Verdichter2	Status Wärmepumpe 2 - Verdichter		uint16be	1	1	0	value.valve		
1	32544	Verdichter3	Status Wärmepumpe 3 - Verdichter		uint16be	1	1	0	value.valve		
1	32545	Verdichter4	Status Wärmepumpe 4 - Verdichter		uint16be	1	1	0	value.valve		
1	32546	Verdichter5	Status Wärmepumpe 5 - Verdichter		uint16be	1	1	0	value.valve		
1	32547	Verdichter6	Status Wärmepumpe 6 - Verdichter		uint16be	1	1	0	value.valve		
1	33501	VD-Heizen-Tag	Wärmemenge-Heizen (alle WP) - Tag	kWh	uint16be	1	1	0	value		
1	33502	VD-Heizen-Summe	WM-Heizen (alle WP) - Summe	kWh	uint16be	1	1	0	value		
1	33503	VD-Heizen-Summe	WM-Heizen (alle WP) - Summe	MWh	uint16be	1	1	0	value		
1	33504	VD-WW-Tag	Wärmemenge-Warmwasser (alle WP) - Tag	kWh	uint16be	1	1	0	value		
1	33505	VD-WW-Summe	Wärmemenge-Warmwasser (alle WP) - Summe	kWh	uint16be	1	1	0	value		
1	33506	VD-WW-Summe	Wärmemenge-Warmwasser (alle WP) - Summe	MWh	uint16be	1	1	0	value		
1	33507	NHZ-Heizen-Summe	NHZ-Heizen (alle WP) - Summe	kWh	uint16be	1	1	0	value		
1	33508	NHZ-Heizen-Summe	NHZ-Heizen (alle WP) - Summe	MWh	uint16be	1	1	0	value		
1	33509	NHZ-WW-Summe	NHZ-Warmwasser (alle WP) Heizen - Summe	kWh	uint16be	1	1	0	value		
1	33510	NHZ-WW-Summe	NHZ-Warmwasser (alle WP) Heizen - Summe	MWh	uint16be	1	1	0	value		
1	33511	VD-Heizen-Tag	Leistungsaufnahme(alle WP) Heizen - Tag	kWh	uint16be	1	1	0	value		
1	33512	VD-Heizen-Summe	Leistungsaufnahme(alle WP) Heizen - Summe	kWh	uint16be	1	1	0	value		
1	33513	VD-Heizen-Summe	Leistungsaufnahme(alle WP) Heizen - Summe	MWh	uint16be	1	1	0	value		
1	33514	VD-Warmwasser-Tag	Leistungsaufnahme (alle WP) Warmwasser - Tag	kWh	uint16be	1	1	0	value.power.consumption		
1	33515	VD-Warmwasser-Summe	Leistungsaufnahme(alle WP) Warmwasser - Summe	kWh	uint16be	1	1	0	value.power.consumption		
1	33516	VD-Warmwasser-Summe	Leistungsaufnahme(alle WP) Warmwasser - Summe	MWh	uint16be	1	1	0	value.power.consumption		
1	33523	VD-Heizen-Tag-WP1	Verdichter Heizen Tag Wärmemenge - Wärmepumpe 1	kWh	uint16be	1	1	0	value		
1	33524	VD-Heizen-Summe-WP1	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 1	kWh	uint16be	1	1	0	value		
1	33525	VD-Heizen-Summe-WP1	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 1	MWh	uint16be	1	1	0	value		
1	33526	VD-WW-Tag-WP1	Verdichter Warmwasser Tag Wärmemenge - Wärmepumpe 1	kWh	uint16be	1	1	0	value		
1	33527	VD-WW-Summe-WP1	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 1	kWh	uint16be	1	1	0	value		
1	33528	VD-WW-Summe-WP1	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 1	MWh	uint16be	1	1	0	value		
1	33529	NHZ-Heizen-Summe	Nachheizstufe Heizen Wärmemenge - Wärmepumpe 1	kWh	uint16be	1	1	0	value		
1	33530	NHZ-Heizen-Summe	Nachheizstufe Heizen Wärmemenge - Wärmepumpe 1	MWh	uint16be	1	1	0	value		
1	33531	NHZ-WW-Summe	Nachheizstufe Wärmemenge Warmwasser - Wärmepumpe 1	kWh	uint16be	1	1	0	value		
1	33532	NHZ-WW-Summe	Nachheizstufe Wärmemenge Warmwasser - Wärmepumpe 1	MWh	uint16be	1	1	0	value		
1	33533	VD-Heizen-Tag-WP1	Verdichter Heizen Tag Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1	0	value		
1	33534	VD-Heizen-Summe-WP1	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1	0	value		
1	33535	VD-Heizen-Summe-WP1	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1	0	value		
1	33536	VD-WW-Tag-WP1	Verdichter Warmwasser Tag Leistungsaufnahme- Wärmepumpe 1		uint16be	1	1	0	value		
1	33537	VD-WW-Summe-WP1	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1	0	value		
1	33538	VD-WW-Summe-WP1	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 1		uint16be	1	1	0	value		
1	33539	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33540	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33541	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33542	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33543	VD2-WW	Laufzeit Verdichter 2 Warmwasser- Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33544	VD12-WW	Laufzeit Verdichter 1/2 Warmwasser- Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33545	VD1-Kuehlen	Laufzeit Verdichter Kühlen - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33546	NHZ1	Laufzeit Nachheizstufe 1 - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33547	NHZ2	Laufzeit Nachheizstufe 2 - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33548	NHZ12	Laufzeit Nachheizstufe 1/2 - Wärmepumpe 1	h	uint16be	1	1	0	value		
1	33549	VD-Heizen-Tag-WP2	Verdichter Heizen Tag Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1	0	value		
1	33550	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1	0	value		
1	33551	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 2	MWh	uint16be	1	1	0	value		
1	33552	VD-WW-Tag-WP2	Verdichter Warmwasser Tag Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1	0	value		
1	33553	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 2	kWh	uint16be	1	1	0	value		
1	33554	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 2	MWh	uint16be	1	1	0	value		
1	33555	VD-Heizen-Tag-WP2	Verdichter Heizen Tag Leistungsaufnahme- Wärmepumpe 2		uint16be	1	1	0	value		
1	33556	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1	0	value		
1	33557	VD-Heizen-Summe-WP2	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1	0	value		
1	33558	VD-WW-Tag-WP2	Verdichter Warmwasser Tag Leistungsaufnahme- Wärmepumpe 2		uint16be	1	1	0	value		
1	33559	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1	0	value		
1	33560	VD-WW-Summe-WP2	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 2		uint16be	1	1	0	value		
1	33561	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33562	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33563	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33564	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33565	VD2-WW	Laufzeit Verdichter 2 Warmwasser- Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33566	VD12-WW	Laufzeit Verdichter 1/2 Warmwasser- Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33567	VD1-Kuehlen	Laufzeit Verdichter Kühlen - Wärmepumpe 2	h	uint16be	1	1	0	value		
1	33568	VD-Heizen-Tag-WP3	Verdichter Heizen Tag Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1	0	value		
1	33569	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1	0	value		
1	33570	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 3	MWh	uint16be	1	1	0	value		
1	33571	VD-WW-Tag-WP3	Verdichter Warmwasser Tag Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1	0	value		
1	33572	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 3	kWh	uint16be	1	1	0	value		
1	33573	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 3	MWh	uint16be	1	1	0	value		
1	33574	VD-Heizen-Tag-WP3	Verdichter Heizen Tag Leistungsaufnahme- Wärmepumpe 3		uint16be	1	1	0	value		
1	33575	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1	0	value		
1	33576	VD-Heizen-Summe-WP3	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1	0	value		
1	33577	VD-WW-Tag-WP3	Verdichter Warmwasser Tag Leistungsaufnahme- Wärmepumpe 3		uint16be	1	1	0	value		
1	33578	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1	0	value		
1	33579	VD-WW-Summe-WP3	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 3		uint16be	1	1	0	value		
1	33580	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33581	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33582	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33583	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33584	VD2-WW	Laufzeit Verdichter 2 Warmwasser- Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33585	VD12-WW	Laufzeit Verdichter 1/2 Warmwasser- Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33586	VD1-Kuehlen	Laufzeit Verdichter Kühlen - Wärmepumpe 3	h	uint16be	1	1	0	value		
1	33587	VD-Heizen-Tag-WP4	Verdichter Heizen Tag Wärmemenge - Wärmepumpe 4	kWh	uint16be	1	1	0	value		
1	33588	VD-Heizen-Summe-WP4	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 4	kWh	uint16be	1	1	0	value		
1	33589	VD-Heizen-Summe-WP4	Verdichter Heizen Summe Wärmemenge - Wärmepumpe 4	MWh	uint16be	1	1	0	value		
1	33590	VD-WW-Tag-WP4	Verdichter Warmwasser Tag Wärmemenge - Wärmepumpe 4	kWh	uint16be	1	1	0	value		
1	33591	VD-WW-Summe-WP4	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 4	kWh	uint16be	1	1	0	value		
1	33592	VD-WW-Summe-WP4	Verdichter Warmwasser Summe Wärmemenge - Wärmepumpe 4	MWh	uint16be	1	1	0	value		
1	33593	VD-Heizen-Tag-WP4	Verdichter Heizen Tag Leistungsaufnahme- Wärmepumpe 4		uint16be	1	1	0	value		
1	33594	VD-Heizen-Summe-WP4	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 4		uint16be	1	1	0	value		
1	33595	VD-Heizen-Summe-WP4	Verdichter Heizen Summe Leistungsaufnahme - Wärmepumpe 4		uint16be	1	1	0	value		
1	33596	VD-WW-Tag-WP4	Verdichter Warmwasser Tag Leistungsaufnahme- Wärmepumpe 4		uint16be	1	1	0	value		
1	33597	VD-WW-Summe-WP4	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 4		uint16be	1	1	0	value		
1	33598	VD-WW-Summe-WP4	Verdichter Warmwasser Summe Leistungsaufnahme - Wärmepumpe 4		uint16be	1	1	0	value		
1	33599	VD1-Heizen	Laufzeit Verdichter 1 Heizen - Wärmepumpe 4	h	uint16be	1	1	0	value		
1	33600	VD2-Heizen	Laufzeit Verdichter 2 Heizen - Wärmepumpe 4	h	uint16be	1	1	0	value		
1	33601	VD12-Heizen	Laufzeit Verdichter 1/2 Heizen - Wärmepumpe 4	h	uint16be	1	1	0	value		
1	33602	VD1-WW	Laufzeit Verdichter 1 Warmwasser- Wärmepumpe 4	h	uint16be	1	1	0	value		
